,EQ_ID,Lon,Lat,Depth,Mag
28040,020307,-73.26306,-34.48688,7.66,8.9
28041,020308,-73.80669,-43.78247,44.75,9.1
28042,020309,-73.44247,-37.36613,27.29,8.8
28043,020310,-73.67176,-41.19428,36.91,8.9
28044,020311,-74.14891,-40.67399,21.46,8.7
28045,020312,-74.1314,-41.85674,26.1,8.9
28046,020313,-71.02221,-20.43706,15.24,9.0
28047,020314,-70.51888,-26.20335,39.21,9.0
28048,020315,-69.95874,-20.23455,52.1,8.9
28049,020316,-71.65859,-29.31583,22.95,8.9
28050,020317,-71.20229,-31.39122,51.63,9.1
28051,020318,-72.56059,-35.04225,25.9,9.1
28052,020319,-70.31605,-21.80941,31.71,8.9
28053,020320,-73.73032,-40.67383,33.14,9.0
28054,020321,-70.07106,-22.9048,41.41,8.8
28055,020322,-72.41672,-32.08795,9.99,8.8
28056,020323,-73.12016,-34.837,13.55,9.1
28057,020324,-71.17212,-22.76084,8.79,8.9
28058,020325,-71.18078,-31.94008,52.47,9.0
28059,020326,-70.86072,-20.5134,18.79,9.2
28060,020327,-73.27136,-40.9516,51.01,9.0
28061,020328,-73.38341,-40.27435,45.24,9.2
28062,020329,-69.85208,-20.95344,51.81,9.0
28063,020330,-70.81038,-25.07867,26.63,8.9
28064,020331,-72.31264,-33.24083,14.73,9.0
28065,020332,-72.65909,-34.5669,18.25,9.0
28066,020334,-70.76195,-18.50876,47.67,8.8
28067,020335,-72.56325,-34.83236,22.9,8.8
28068,020336,-71.76194,-28.84317,17.43,9.0
28069,020337,-72.599,-33.14465,8.3,8.9
28070,020338,-72.20088,-34.84484,33.0,9.0
28071,020339,-73.26299,-37.91253,34.02,9.1
28072,020340,-70.3901,-24.74422,38.91,8.9
28073,020341,-72.39678,-31.37719,9.3,8.7
28074,020342,-70.69459,-26.44627,32.92,8.8
28075,020343,-73.52526,-41.62863,44.69,8.8
28076,020345,-72.12596,-31.11284,15.6,8.9
28077,020346,-71.12045,-23.90075,14.69,8.8
28078,020347,-70.35235,-25.86054,45.0,9.0
28079,020348,-72.4735,-31.72715,8.13,8.9
28080,020349,-70.11259,-20.51186,43.51,9.1
28081,020350,-71.09226,-29.78047,49.48,8.9
28082,020351,-72.46119,-30.93426,7.25,8.9
28083,020352,-73.14684,-38.58211,42.56,8.9
28084,020353,-74.6816,-39.16975,8.44,9.1
28085,020355,-71.14199,-24.72593,17.23,8.8
28086,020356,-70.5639,-20.7082,26.05,8.9
28087,020357,-71.36364,-28.95634,29.96,8.9
28088,020358,-71.4033,-26.92998,14.42,9.0
28089,020359,-74.32158,-40.63316,17.62,9.0
28090,020360,-72.65778,-35.2025,25.89,9.1
28091,020361,-71.79722,-31.11705,25.18,9.0
28092,020362,-72.79604,-37.20378,44.89,9.0
28093,020363,-70.8833,-28.14854,38.81,8.9
28094,020364,-73.44247,-37.36613,27.29,9.1
28095,020365,-70.26897,-23.51045,36.6,8.9
28096,020366,-70.80069,-19.5343,28.04,9.1
28097,020367,-71.15684,-20.52563,10.32,9.2
28098,020368,-72.90464,-34.71266,15.8,9.0
28099,020369,-71.04119,-26.80972,22.3,9.0
28100,020370,-72.37649,-33.8751,17.25,8.9
28101,020371,-73.22631,-37.58118,33.37,8.9
28102,020372,-74.55513,-42.15622,16.82,9.0
28103,020373,-70.55026,-24.6852,33.28,9.1
28104,020374,-72.25759,-30.59827,11.28,9.0
28105,020375,-73.69741,-39.98078,33.12,9.2
28106,020376,-72.18231,-33.87085,21.47,9.0
28107,020377,-70.24644,-20.43481,38.76,8.9
28108,020378,-71.53289,-34.54928,52.95,8.9
28109,020380,-72.4735,-31.72715,8.13,9.0
28110,020381,-70.67587,-22.29122,21.46,9.0
28111,020382,-71.44958,-33.90063,46.51,9.0
28112,020383,-72.28994,-31.88812,12.68,9.2
28113,020384,-73.75947,-39.71162,30.4,8.8
28114,020385,-70.10204,-19.62978,52.68,8.9
28115,020386,-73.81174,-40.61321,30.47,9.0
28116,020387,-74.24243,-37.0756,10.19,9.1
28117,020388,-75.15042,-40.60519,5.12,8.9
28118,020389,-71.38226,-18.07972,38.07,9.0
28119,020390,-71.56363,-27.44639,13.64,8.9
28120,020391,-71.14786,-22.59901,9.39,9.0
28121,020392,-74.80911,-39.93777,8.73,9.1
28122,020393,-71.10009,-25.57168,18.97,9.2
28123,020394,-73.44247,-37.36613,27.29,9.0
28124,020395,-74.14891,-40.67399,21.46,9.0
28125,020396,-72.17472,-30.95835,14.24,9.1
28126,020397,-72.6442,-34.341,16.53,9.1
28127,020398,-70.99557,-29.61851,52.75,9.0
28128,020399,-71.70681,-32.00538,29.82,8.9
28129,020400,-73.27079,-37.48591,31.82,9.2
28130,020401,-70.7578,-20.22502,23.09,9.0
28131,020402,-72.60971,-36.50445,46.58,9.1
28132,020403,-72.9533,-35.1572,19.1,9.0
28133,020404,-73.00978,-36.2356,31.6,8.8
28134,020405,-73.2099,-38.07251,36.51,9.1
28135,020406,-72.69656,-37.95461,53.52,9.0
28136,020407,-73.76018,-38.86935,26.76,8.9
28137,020408,-72.05389,-31.96474,18.97,8.8
28138,020409,-71.92399,-31.58466,22.04,8.8
28139,020410,-70.96936,-25.2761,22.37,9.1
28140,020411,-73.81174,-40.61321,30.47,8.9
28141,020412,-69.76217,-21.73301,53.32,8.9
28142,020413,-74.64813,-39.6923,10.54,8.9
28143,020414,-74.36847,-39.3409,14.42,9.0
28144,020416,-72.68788,-36.68114,45.45,8.9
28145,020417,-70.57598,-26.28077,37.1,8.8
28146,020419,-72.1308,-29.63707,11.8,8.8
28147,020420,-70.52528,-27.19607,45.52,9.0
28148,020421,-73.26299,-37.91253,34.02,8.8
28149,020422,-70.0177,-22.09025,42.55,9.0
28150,020423,-72.25198,-32.03292,13.92,8.7
28151,020424,-70.63617,-20.91952,23.11,8.9
28152,020425,-71.16476,-33.17324,53.18,9.1
28153,020426,-73.25861,-38.54186,38.58,9.0
28154,020427,-71.00801,-23.00815,15.09,9.1
28155,020428,-71.55567,-30.48744,32.5,9.0
28156,020429,-73.26306,-34.48688,7.66,9.0
28157,020431,-70.49306,-21.38595,26.38,9.0
28158,020432,-73.77747,-41.19042,33.37,8.8
28159,020433,-72.39678,-31.37719,9.3,9.1
28160,020434,-71.47312,-27.09198,13.65,8.9
28161,020435,-71.27499,-24.95024,14.03,9.0
28162,020436,-70.74034,-24.91641,28.28,9.0
28163,020437,-73.25256,-38.28197,36.73,8.7
28164,020438,-72.09557,-28.63972,7.76,8.9
28165,020439,-72.86635,-34.49737,14.38,9.1
28166,020440,-73.99518,-41.15185,26.71,8.9
28167,020441,-74.00632,-42.42042,32.86,9.0
28168,020442,-74.22649,-43.03661,27.93,9.0
28169,020443,-70.50176,-27.58358,50.01,8.9
28170,020444,-70.50604,-20.60846,28.42,8.8
28171,020445,-70.10316,-22.30235,39.35,9.0
28172,020446,-72.3534,-33.55968,15.47,8.7
28173,020447,-71.52255,-19.07334,15.72,8.9
28174,020448,-69.90273,-20.58665,51.76,8.8
28175,020449,-71.22848,-24.66827,14.81,8.9
28176,020450,-70.98406,-26.71484,23.62,8.8
28177,020451,-72.11327,-30.45011,14.53,8.8
28178,020452,-70.81218,-23.48094,20.92,8.9
28179,020453,-71.25049,-23.62372,8.84,8.8
28180,020454,-72.0765,-31.48008,17.6,8.8
28181,020455,-71.35252,-18.1637,36.4,9.1
28182,020456,-71.13342,-29.39408,44.28,9.0
28183,020457,-70.26897,-23.51045,36.6,8.9
28184,020458,-72.42262,-31.01592,8.18,8.9
28185,020459,-70.06183,-22.52451,41.06,8.9
28186,020460,-70.78432,-22.29192,19.0,9.0
28187,020461,-72.3534,-33.55968,15.47,8.9
28188,020462,-74.69056,-38.35121,5.76,8.8
28189,020464,-71.1323,-22.85125,10.54,9.3
28190,020465,-71.27499,-24.95024,14.03,8.6
28191,020466,-71.06681,-24.27389,17.61,8.9
28192,020467,-70.17869,-21.76486,36.59,8.9
28193,020469,-70.30763,-22.79448,33.03,9.3
28194,020470,-69.87512,-20.77112,51.78,9.1
28195,020471,-73.32618,-41.27238,50.18,8.9
28196,020472,-70.4736,-24.14515,32.97,9.1
28197,020473,-70.17152,-25.90869,52.9,9.0
28198,020474,-72.56059,-35.04225,25.9,9.0
28199,020475,-72.64376,-34.10344,14.3,9.1
28200,020476,-71.62648,-18.91007,15.75,9.0
28201,020477,-72.23764,-29.81693,9.67,8.8
28202,020478,-70.71444,-28.56026,52.22,9.0
28203,020479,-70.81038,-25.07867,26.63,9.0
28204,020480,-73.97271,-36.4559,12.5,9.2
28205,020481,-70.32419,-21.98831,31.41,9.1
28206,020482,-70.44965,-26.38888,43.29,8.9
28207,020484,-73.97798,-39.36496,23.11,9.2
28208,020485,-70.31452,-21.63898,31.87,9.0
28209,020486,-70.91955,-23.66417,18.94,9.1
28210,020487,-71.12193,-21.53223,9.47,9.0
28211,020488,-70.16102,-20.42745,42.15,8.9
28212,020489,-71.25399,-30.17756,44.48,8.9
28213,020490,-72.98747,-37.38549,39.43,8.9
28214,020491,-71.98369,-28.46366,9.47,9.1
28215,020492,-71.96723,-28.92949,13.0,8.9
28216,020493,-70.16794,-19.55464,50.94,9.1
28217,020494,-70.90834,-23.49645,18.77,9.0
28218,020495,-71.28203,-26.56675,15.93,9.0
28219,020496,-71.07717,-24.42679,17.95,9.0
28220,020497,-71.2246,-27.9829,24.29,8.9
28221,020498,-72.48538,-32.24525,8.62,9.1
28222,020499,-69.81919,-23.05538,51.03,9.0
28223,020500,-73.44512,-35.81928,17.44,9.0
28224,020501,-72.65763,-34.68025,19.2,9.0
28225,020502,-72.77742,-38.28,53.1,9.0
28226,020504,-70.77502,-23.88054,23.14,8.7
28227,020505,-74.19905,-38.76544,16.38,9.0
28228,020506,-73.94702,-37.57411,18.11,9.0
28229,020507,-70.2936,-25.25038,44.95,9.0
28230,020508,-70.33907,-26.97796,52.73,9.2
28231,020509,-70.36824,-20.96763,31.44,8.9
28232,020510,-73.22496,-39.7049,50.19,8.9
28233,020511,-71.11512,-22.69099,10.81,8.9
28234,020512,-71.89625,-31.40685,22.62,9.0
28235,020513,-70.16072,-23.18596,39.09,9.1
28236,020514,-72.85162,-36.92051,41.5,9.2
28237,020515,-73.29843,-36.59731,27.17,8.8
28238,020516,-71.1323,-22.85125,10.54,9.1
28239,020517,-70.30327,-22.62102,32.8,9.0
28240,020518,-71.47454,-18.55154,23.66,8.8
28241,020520,-73.14142,-37.07649,33.51,9.1
28242,020523,-70.97332,-21.92533,14.47,9.0
28243,020524,-72.46329,-34.67,23.21,8.9
28244,020526,-70.12908,-22.38941,38.43,8.9
28245,020527,-71.25384,-20.26801,9.33,8.8
28246,020528,-70.672,-21.19213,21.55,9.1
28247,020529,-69.76217,-21.73301,53.32,9.0
28248,020530,-71.29493,-25.54833,14.43,9.0
28249,020531,-70.91523,-24.34625,21.41,9.1
28250,020532,-71.70042,-32.54307,30.5,9.0
28251,020533,-71.32795,-33.2081,46.28,9.0
28252,020534,-71.14009,-25.34225,18.19,9.1
28253,020535,-72.25752,-30.78243,12.1,8.8
28254,020536,-72.03342,-33.36518,22.04,9.1
28255,020537,-74.38486,-38.22503,11.43,8.7
28256,020538,-70.51255,-21.07506,26.37,8.9
28257,020539,-71.00438,-18.8438,31.67,8.9
28258,020540,-73.57461,-36.28786,19.09,9.2
28259,020541,-70.54393,-25.92374,37.25,8.9
28260,020542,-71.83511,-31.50381,24.66,9.0
28261,020543,-73.22631,-37.58118,33.37,8.8
28262,020544,-71.21062,-28.70062,32.71,9.0
28263,020545,-70.36701,-24.21144,36.73,8.9
28264,020546,-72.57063,-35.4935,32.99,9.0
28265,020547,-71.58459,-27.05363,10.48,9.0
28266,020548,-72.38206,-34.83146,27.45,8.8
28267,020550,-73.77844,-41.89807,37.34,9.0
28268,020552,-70.81038,-25.07867,26.63,8.9
28269,020554,-73.90759,-40.80962,28.04,9.1
28270,020555,-70.30763,-22.79448,33.03,8.9
28271,020556,-74.54155,-41.32506,15.19,9.0
28272,020557,-74.45885,-41.16036,16.14,9.0
28273,020558,-72.35501,-32.01688,11.33,8.9
28274,020559,-70.97538,-21.75586,14.38,8.8
28275,020560,-71.42156,-33.727,45.79,8.9
28276,020561,-70.82239,-21.99846,18.08,8.9
28277,020562,-71.76468,-33.58296,31.34,8.8
28278,020563,-73.05726,-35.00727,16.2,9.1
28279,020564,-71.52255,-19.07334,15.72,9.0
28280,020566,-72.66953,-35.53822,30.95,9.1
28281,020567,-71.12164,-28.01139,27.88,8.8
28282,020568,-70.1269,-21.38902,39.15,9.2
28283,020569,-71.46246,-28.93775,26.2,9.1
28284,020570,-71.94531,-29.72386,17.01,8.9
28285,020571,-71.00304,-18.76151,33.34,9.0
28286,020572,-72.91886,-38.80029,53.14,9.1
28287,020573,-73.28896,-38.44944,36.92,8.9
28288,020574,-74.83951,-40.71532,9.64,8.9
28289,020575,-70.79405,-25.78473,27.68,8.8
28290,020577,-73.52536,-38.36894,29.95,9.0
28291,020578,-70.45308,-21.29359,27.77,9.0
28292,020579,-71.32893,-27.40541,18.16,8.8
28293,020580,-71.96923,-33.83864,26.93,9.0
28294,020581,-71.47475,-32.87911,39.42,9.0
28295,020582,-71.33603,-26.85956,15.75,8.9
28296,020584,-74.27184,-43.19184,26.83,9.0
28297,020586,-71.19172,-19.90089,14.95,8.7
28298,020587,-74.09125,-39.63425,21.05,9.1
28299,020588,-73.54056,-38.47683,30.21,9.0
28300,020589,-71.16633,-19.99753,14.72,9.0
28301,020591,-70.19075,-22.6097,36.51,9.1
28302,020592,-71.18562,-27.80105,23.96,9.0
28303,020593,-69.75932,-22.79013,52.85,9.1
28304,020594,-74.79691,-39.15544,6.43,8.8
28305,020595,-74.40569,-42.45077,21.38,9.0
28306,020596,-70.87427,-22.70033,17.8,8.9
28307,020597,-71.53974,-30.30586,32.43,8.8
28308,020598,-70.61378,-21.25635,23.05,9.0
28309,020600,-72.85794,-37.44049,44.03,8.9
28310,020601,-73.43763,-34.76827,7.43,9.0
28311,020602,-71.40282,-25.01843,9.43,8.8
28312,020603,-69.8213,-23.39533,51.83,9.0
28313,020605,-70.82672,-19.76804,24.86,9.1
28314,020606,-72.53162,-32.32732,7.62,8.9
28315,020607,-73.08718,-38.7417,46.17,9.1
28316,020608,-71.27055,-26.03641,15.33,8.9
28317,020609,-71.36679,-33.44828,45.77,8.9
28318,020610,-70.7475,-19.78757,26.98,8.9
28319,020611,-70.10588,-24.42519,46.84,9.0
28320,020613,-70.97538,-21.75586,14.38,8.9
28321,020614,-73.24177,-37.75646,33.77,9.0
28322,020615,-71.93713,-34.67479,39.11,9.0
28323,020616,-73.32538,-37.98315,32.8,9.2
28324,020617,-70.53048,-20.90339,26.31,9.1
28325,020618,-70.99778,-19.96757,18.89,9.0
28326,020619,-73.68133,-35.40118,7.89,9.1
28327,020620,-70.5638,-22.64711,25.09,9.1
28328,020621,-74.67267,-40.45616,11.73,8.9
28329,020622,-71.58398,-30.83456,32.5,8.9
28330,020623,-71.43324,-28.61751,24.09,8.9
28331,020624,-71.45365,-26.32355,10.85,8.7
28332,020625,-70.79221,-23.95626,22.99,9.1
28333,020626,-73.65273,-36.35323,18.09,9.1
28334,020628,-70.76676,-21.54239,19.05,9.0
28335,020629,-71.08317,-29.69434,49.27,9.0
28336,020630,-72.51494,-33.98417,15.55,9.2
28337,020631,-71.90588,-29.97746,18.81,9.0
28338,020632,-70.02523,-24.75077,51.74,9.0
28339,020633,-71.01128,-23.25279,15.81,9.0
28340,020635,-70.5639,-20.7082,26.05,9.0
28341,020636,-70.80906,-22.61439,19.01,8.8
28342,020637,-72.23799,-34.15615,22.78,9.0
28343,020638,-70.20113,-20.80223,38.28,8.8
28344,020639,-74.51784,-42.41997,18.43,8.8
28345,020640,-70.62248,-26.63901,37.0,8.8
28346,020641,-70.52388,-20.52789,28.27,8.8
28347,020642,-71.07592,-21.25995,11.13,8.9
28348,020643,-73.97798,-39.36496,23.11,9.2
28349,020644,-71.61403,-18.06244,31.55,8.8
28350,020645,-73.60562,-41.78631,42.79,9.2
28351,020646,-72.82816,-36.52224,39.67,9.1
28352,020647,-71.44958,-33.90063,46.51,8.9
28353,020648,-74.53421,-37.46167,5.78,8.9
28354,020649,-70.40658,-21.9898,28.71,9.1
28355,020650,-74.4698,-40.75721,15.13,8.6
28356,020651,-72.27057,-35.20743,37.04,9.2
28357,020652,-74.38344,-41.71323,19.34,8.9
28358,020653,-74.49187,-39.11449,11.58,9.0
28359,020654,-70.9359,-25.34191,23.34,9.0
28360,020655,-74.33078,-39.19036,14.7,8.9
28361,020656,-72.45594,-32.40739,9.49,8.8
28362,020657,-73.25993,-40.08808,50.22,9.1
28363,020658,-74.73186,-40.53444,10.97,8.9
28364,020659,-71.1532,-26.0279,17.87,9.0
28365,020660,-71.34781,-30.21025,40.35,8.8
28366,020661,-73.05994,-38.50812,44.85,8.9
28367,020662,-70.63182,-25.56232,33.27,8.9
28368,020663,-73.16444,-35.65742,21.07,9.0
28369,020664,-71.17212,-22.76084,8.79,9.0
28370,020665,-71.86169,-33.16231,26.13,9.0
28371,020666,-71.23691,-19.64132,15.9,8.9
28372,020667,-72.2983,-30.3531,9.33,8.9
28373,020668,-70.47193,-21.57775,26.85,9.0
28374,020669,-70.65162,-21.72053,21.77,8.9
28375,020670,-72.04603,-18.74602,8.74,8.8
28376,020671,-70.49584,-22.23356,26.24,9.1
28377,020672,-71.46951,-32.146,39.21,9.0
28378,020673,-74.7621,-40.24714,10.11,8.9
28379,020674,-72.3534,-33.55968,15.47,9.0
28380,020675,-70.672,-21.19213,21.55,8.7
28381,020676,-73.42656,-36.42912,23.17,8.9
28382,020677,-70.86043,-18.38803,47.13,9.0
28383,020678,-70.59821,-25.03675,33.21,9.0
28384,020679,-70.82726,-25.3419,26.51,9.0
28385,020680,-73.79367,-40.95011,31.9,8.9
28386,020681,-71.13529,-22.0356,9.16,8.8
28387,020682,-70.9664,-26.38766,22.81,9.0
28388,020683,-73.66221,-41.4834,38.78,8.9
28389,020684,-73.21513,-38.38357,38.66,9.1
28390,020685,-73.25604,-34.36932,6.59,9.1
28391,020686,-70.60551,-19.74573,31.92,9.2
28392,020687,-71.89625,-31.40685,22.62,8.9
28393,020688,-71.21834,-30.5756,48.33,8.9
28394,020689,-74.65704,-38.44551,6.67,9.0
28395,020690,-72.03605,-31.57192,18.82,8.9
28396,020691,-70.46209,-25.50858,39.55,9.1
28397,020692,-71.73235,-19.16565,9.04,9.1
28398,020693,-71.48155,-29.9321,32.95,8.8
28399,020694,-70.71622,-22.59128,21.03,9.1
28400,020696,-73.85204,-39.34012,26.29,9.0
28401,020698,-72.19083,-29.4681,9.51,8.9
28402,020699,-74.60097,-37.81412,5.63,8.9
28403,020700,-74.2306,-42.65808,26.64,9.0
28404,020701,-72.86595,-36.35398,37.01,8.7
28405,020702,-73.55938,-41.51417,42.66,9.0
28406,020704,-74.60097,-37.81412,5.63,9.0
28407,020705,-72.3142,-35.69815,44.83,9.2
28408,020706,-73.88642,-37.50312,18.94,8.9
28409,020707,-73.48666,-38.00173,28.94,9.0
28410,020708,-73.2451,-36.28583,26.12,8.9
28411,020709,-70.85413,-28.34712,42.8,8.8
28412,020710,-73.36221,-39.97884,45.6,8.7
28413,020711,-71.97284,-34.36746,33.11,9.0
28414,020713,-71.97284,-34.36746,33.11,9.1
28415,020715,-71.94182,-29.02879,14.24,8.9
28416,020716,-71.22742,-29.35789,39.7,9.0
28417,020717,-70.07927,-21.66191,40.56,8.8
28418,020718,-74.49187,-39.11449,11.58,9.1
28419,020719,-73.72298,-37.16809,20.76,9.0
28420,020721,-70.51888,-26.20335,39.21,9.1
28421,020722,-71.83586,-34.48683,39.75,9.1
28422,020723,-70.26992,-22.08325,33.25,8.9
28423,020724,-72.45107,-36.57662,53.02,9.0
28424,020725,-73.89154,-40.20455,27.41,9.1
28425,020726,-74.55513,-42.15622,16.82,9.1
28426,020727,-73.62923,-37.73089,24.65,9.0
28427,020728,-69.96925,-23.83812,48.33,9.0
28428,020729,-72.20189,-34.74379,31.35,8.8
28429,020730,-74.63961,-42.17877,15.44,8.9
28430,020731,-70.44201,-24.67896,36.79,9.0
28431,020732,-70.1398,-19.47623,53.26,8.9
28432,020733,-71.22314,-30.94011,49.62,8.8
28433,020734,-70.71444,-28.56026,52.22,8.9
28434,020735,-70.40136,-27.05451,50.34,8.8
28435,020736,-71.66478,-31.30044,30.29,9.0
28436,020737,-71.13529,-22.0356,9.16,9.0
28437,020738,-70.80786,-21.45288,18.25,9.2
28438,020739,-71.83867,-31.19657,23.93,9.0
28439,020740,-72.8589,-36.00209,32.98,8.8
28440,020741,-69.8988,-24.32677,53.39,9.1
28441,020742,-71.38987,-26.70059,13.8,9.0
28442,020743,-72.76371,-38.03228,51.5,9.0
28443,020744,-74.85472,-39.54693,6.9,8.9
28444,020745,-74.11776,-38.46736,17.36,9.0
28445,020746,-72.7522,-34.01371,11.58,9.1
28446,020747,-73.89475,-39.56609,25.93,8.8
28447,020748,-71.16463,-28.89654,37.08,9.0
28448,020749,-74.3559,-37.92631,11.02,9.2
28449,020750,-70.49584,-22.23356,26.24,8.9
28450,020751,-70.61831,-21.63686,22.65,9.0
28451,020752,-75.00723,-39.77526,5.32,8.9
28452,020753,-71.83332,-29.08612,17.16,9.0
28453,020754,-72.53531,-36.94015,52.96,9.0
28454,020755,-71.14786,-22.59901,9.39,8.9
28455,020756,-71.10098,-27.1707,22.39,8.9
28456,020757,-72.4124,-33.10865,12.1,9.0
28457,020758,-70.80854,-18.61796,43.22,9.1
28458,020759,-71.10934,-28.25425,31.0,8.9
28459,020760,-71.86671,-28.08537,10.25,9.0
28460,020761,-70.20565,-21.23277,36.47,9.0
28461,020762,-69.98747,-22.30235,43.73,8.9
28462,020763,-73.42484,-38.34317,32.37,8.9
28463,020765,-73.30046,-36.48425,26.38,8.8
28464,020766,-70.63617,-20.91952,23.11,9.0
28465,020767,-72.48682,-35.98533,43.99,8.9
28466,020768,-70.58822,-26.74268,39.22,8.9
28467,020769,-73.89332,-40.35901,27.56,9.0
28468,020770,-73.39958,-36.6457,25.11,8.8
28469,020771,-71.98835,-33.45642,23.68,9.0
28470,020772,-74.27076,-40.88797,19.15,9.0
28471,020773,-74.20253,-42.2088,25.76,9.1
28472,020774,-73.6244,-39.45332,33.64,8.9
28473,020775,-72.03342,-33.36518,22.04,9.0
28474,020776,-71.04008,-18.19266,46.17,9.1
28475,020777,-70.77502,-23.88054,23.14,8.8
28476,020778,-71.17348,-25.85032,17.39,8.9
28477,020779,-71.67251,-29.57567,24.11,9.0
28478,020780,-70.46339,-26.86704,45.96,9.2
28479,020781,-70.57739,-19.24679,39.57,8.9
28480,020782,-72.12729,-29.99345,13.15,8.9
28481,020783,-70.01077,-20.4029,48.52,8.8
28482,020784,-70.43066,-19.59873,39.94,8.9
28483,020785,-72.6442,-34.341,16.53,8.9
28484,020786,-71.27571,-28.87303,32.37,9.1
28485,020787,-72.82478,-36.19351,36.45,9.1
28486,020788,-72.75581,-33.79887,9.58,8.9
28487,020789,-71.05223,-20.02852,17.23,9.0
28488,020790,-74.83951,-40.71532,9.64,9.0
28489,020791,-73.17354,-35.14549,15.7,9.0
28490,020792,-70.51748,-20.10074,31.48,9.0
28491,020793,-72.29245,-29.72024,7.76,9.2
28492,020794,-70.80601,-23.64514,21.57,8.9
28493,020796,-71.55567,-30.48744,32.5,9.1
28494,020797,-74.43685,-39.18173,12.74,8.8
28495,020798,-73.28828,-39.07452,42.34,8.9
28496,020799,-74.63292,-39.01917,8.78,8.7
28497,020800,-72.86635,-34.49737,14.38,9.1
28498,020801,-73.89475,-39.56609,25.93,9.1
28499,020802,-69.94034,-22.1459,45.59,9.0
28500,020803,-70.90179,-18.20297,51.04,9.0
28501,020804,-72.95873,-35.45983,22.76,9.1
28502,020805,-71.19567,-24.58296,15.45,9.0
28503,020806,-72.67039,-34.18654,14.63,9.1
28504,020807,-71.15273,-19.5219,18.86,9.3
28505,020808,-71.17174,-25.66815,17.46,9.1
28506,020809,-71.28708,-25.27213,14.3,9.2
28507,020810,-72.36771,-32.56613,11.77,9.2
28508,020811,-70.01077,-20.4029,48.52,9.0
28509,020812,-71.00086,-26.29129,21.5,9.0
28510,020813,-71.17252,-26.55193,18.2,9.2
28511,020814,-74.60135,-38.25579,7.24,8.9
28512,020816,-73.93105,-42.96628,38.33,9.0
28513,020817,-73.81174,-40.61321,30.47,8.9
28514,020818,-73.90002,-38.66742,22.64,9.1
28515,020819,-74.86749,-40.55368,9.06,9.2
28516,020820,-71.05121,-29.07823,44.41,9.0
28517,020821,-74.88458,-40.23641,8.32,9.0
28518,020822,-72.20088,-34.84484,33.0,9.0
28519,020823,-70.97646,-21.24734,14.25,9.1
28520,020824,-71.44338,-18.90526,19.18,9.0
28521,020825,-71.3408,-26.49557,14.34,9.2
28522,020826,-71.4377,-19.21394,15.86,9.0
28523,020827,-73.41186,-35.50057,14.92,9.2
28524,020828,-70.97538,-21.75586,14.38,9.0
28525,020829,-70.43844,-18.93444,50.67,9.0
28526,020830,-74.40883,-40.20794,15.47,9.1
28527,020831,-70.74592,-23.13075,21.66,9.1
28528,020832,-74.11794,-39.26745,19.44,9.0
28529,020833,-72.10593,-32.16001,17.82,9.1
28530,020834,-70.03763,-24.35074,48.76,9.0
28531,020835,-70.81375,-20.67585,19.25,9.0
28532,020836,-73.36142,-40.06276,45.83,9.0
28533,020837,-73.80669,-43.78247,44.75,9.1
28534,020838,-72.35503,-34.0504,19.1,9.0
28535,020839,-71.56376,-34.07762,44.1,9.2
28536,020840,-71.31288,-30.97398,45.24,9.0
28537,020842,-73.56916,-37.80674,26.22,9.0
28538,020843,-70.12709,-25.55933,52.85,9.1
28539,020844,-70.8142,-27.16285,32.39,9.2
28540,020845,-73.25664,-39.19152,44.6,9.1
28541,020846,-74.18331,-39.64104,18.89,9.1
28542,020847,-70.82241,-21.62722,17.94,9.1
28543,020849,-70.87427,-22.70033,17.8,9.2
28544,020850,-71.63978,-29.73228,25.88,9.0
28545,020851,-70.01077,-20.4029,48.52,9.0
28546,020852,-71.62648,-18.91007,15.75,9.1
28547,020853,-72.20083,-31.94699,15.01,9.1
28548,020854,-71.06777,-21.45222,11.36,8.9
28549,020855,-71.73077,-27.29686,8.48,8.8
28550,020856,-70.08835,-25.11738,51.82,9.2
28551,020857,-71.41714,-18.38742,28.48,9.0
28552,020858,-70.96096,-27.28169,27.59,8.9
28553,020859,-73.4811,-36.79233,24.07,9.1
28554,020860,-73.22679,-40.86889,52.67,9.1
28555,020861,-73.21679,-40.16745,52.25,9.0
28556,020862,-70.2429,-23.33297,36.79,8.8
28557,020863,-71.6025,-34.61418,51.16,9.2
28558,020864,-71.10934,-28.25425,31.0,9.0
28559,020865,-74.30916,-38.51455,13.6,8.9
28560,020868,-73.18492,-37.95878,36.51,9.1
28561,020869,-70.59313,-23.36391,26.21,9.1
28562,020870,-71.424,-27.75985,18.03,9.1
28563,020871,-70.92926,-27.84006,33.33,9.0
28564,020873,-71.07652,-27.62704,26.06,8.9
28565,020874,-71.20332,-32.90297,50.92,9.1
28566,020875,-70.93361,-23.84506,19.17,9.1
28567,020877,-74.95612,-39.59739,5.51,9.0
28568,020878,-70.12908,-22.38941,38.43,9.0
28569,020879,-71.39152,-19.64666,11.15,9.3
28570,020880,-74.15546,-39.42388,19.0,9.1
28571,020881,-71.65117,-30.92746,30.0,9.1
28572,020882,-70.50551,-23.18413,28.15,8.9
28573,020883,-73.73183,-41.56624,36.84,8.9
28574,020884,-74.12871,-37.40081,14.12,9.1
28575,020885,-70.49981,-26.02401,39.36,9.1
28576,020886,-73.99547,-36.59865,13.13,8.9
